Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion,Score
2014-06-15,Season 4,Episode 10,The Children,tywin lannister,You shot me. You're no son of mine.,anger,0.8034288883209229
2014-06-15,Season 4,Episode 10,The Children,tyrion lannister,I am your son. I have always been your son.,neutral,0.8230013847351074
2014-06-15,Season 4,Episode 10,The Children,varys,"What have you done? Quickly. Trust me, my friend, I've brought you this far.",surprise,0.34578895568847656
2014-06-15,Season 4,Episode 10,The Children,arya stark,I want to see the captain.,sadness,0.8287257552146912
2014-06-15,Season 4,Episode 10,The Children,captain,You're seeing him.,disgust,0.31883442401885986
2014-06-15,Season 4,Episode 10,The Children,arya stark,"I want to go north, to the wall.",fear,0.366044819355011
2014-06-15,Season 4,Episode 10,The Children,captain,No you don't.,neutral,0.531750500202179
2014-06-15,Season 4,Episode 10,The Children,arya stark,I can pay.,sadness,0.4550379812717438
2014-06-15,Season 4,Episode 10,The Children,captain,There is nothing in the north but ice and war and pirates.,neutral,0.8212387561798096
2014-06-15,Season 4,Episode 10,The Children,arya stark,"I wouldn't need a cabin. Please, I could work, scrubbing the floors, or…",neutral,0.3324452042579651
2014-06-15,Season 4,Episode 10,The Children,captain,"I'm not going north, child, we're going home.",neutral,0.5390010476112366
2014-06-15,Season 4,Episode 10,The Children,arya stark,Where's home?,neutral,0.769819974899292
2014-06-15,Season 4,Episode 10,The Children,captain,The Free City of Braavos.,neutral,0.46503663063049316
2014-06-15,Season 4,Episode 10,The Children,arya stark,"Wait, I have something else.",neutral,0.94867342710495
2014-06-15,Season 4,Episode 10,The Children,captain,More silver won't make a difference.,neutral,0.8735126852989197
2014-06-15,Season 4,Episode 10,The Children,arya stark,"It's not silver, it's iron.",neutral,0.9244000911712646
2014-06-15,Season 4,Episode 10,The Children,arya stark,Valar morghulis.,neutral,0.8743425011634827
2014-06-15,Season 4,Episode 10,The Children,captain,"How did you… valar dohaeris. Of course, you shall have a cabin.",neutral,0.500249981880188
2015-04-12,Season 5,Episode 1,The Wars to Come,melara,We shouldn't be out here alone.,sadness,0.43517816066741943
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Why not?,neutral,0.38913363218307495
2015-04-12,Season 5,Episode 1,The Wars to Come,melara,If your father hears…,anger,0.537742018699646
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,He'll never know we've been gone.,surprise,0.4850079417228699
2015-04-12,Season 5,Episode 1,The Wars to Come,melara,But if he finds out…,neutral,0.6241352558135986
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,You don't need to be afraid of my father.,fear,0.9487519860267639
2015-04-12,Season 5,Episode 1,The Wars to Come,melara,Are you sure?,surprise,0.792762815952301
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Yes.,neutral,0.8983096480369568
2015-04-12,Season 5,Episode 1,The Wars to Come,melara,We shouldn't go in.,fear,0.37870097160339355
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Of course we should.,neutral,0.8826708197593689
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,Get out. Get out!,anger,0.8714181184768677
2015-04-12,Season 5,Episode 1,The Wars to Come,melara,Let's go…,neutral,0.5250234007835388
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,No.,neutral,0.8298875689506531
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,Listen to your friend.,disgust,0.38829198479652405
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,They said that you were terrifying. With cat's teeth and three eyes. You're not terrifying. You're boring.,fear,0.9056578874588013
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,You don't know what I am.,surprise,0.7235211133956909
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,I know you're a witch and you can see the future. Tell me mine.,neutral,0.5943352580070496
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,Everybody wants to know their future. Until they know their future.,neutral,0.6007190346717834
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,This is my father's land. My land. Tell me my future or I'll have your two boring eyes gouged out of your head.,anger,0.7100342512130737
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,Your blood. Give me a taste.,anger,0.49028506875038147
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,Three questions you get. You won't like the answers.,disgust,0.7113516330718994
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,I've been promised to the prince. When will we marry?,neutral,0.6073503494262695
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,You'll never wed the prince. You'll wed the king.,neutral,0.7617329955101013
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,But I will be queen?,neutral,0.7313855290412903
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,"Oh yes, you'll be queen. For a time. In comes another. Younger, more beautiful, to cast you down and take all you hold dear.",neutral,0.8934736847877502
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Will the king and I have children?,sadness,0.726548433303833
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,"No. The king will have 20 children, and you will have 3.",neutral,0.8811647891998291
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,That doesn't make sense.,disgust,0.8086507320404053
2015-04-12,Season 5,Episode 1,The Wars to Come,maggy,Gold will be their crowns. Gold their shrouds.,neutral,0.9554199576377869
2015-04-12,Season 5,Episode 1,The Wars to Come,melara,"Come on, we have to go. We have to go! Cersei!",anger,0.6371641159057617
2015-04-12,Season 5,Episode 1,The Wars to Come,priest,"Your grace, we are honored by your presence. The mourners are waiting.",neutral,0.40551137924194336
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,They will keep waiting. I want a moment alone with him.,sadness,0.8598901033401489
2015-04-12,Season 5,Episode 1,The Wars to Come,priest,"But your grace, many of these lords and ladies have travelled day and night to be here…",neutral,0.7431563138961792
2015-04-12,Season 5,Episode 1,The Wars to Come,priest,From all seven kingdoms…,neutral,0.8530880212783813
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,They will wait.,neutral,0.9723632335662842
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,"He never wanted you to be a King's Guard, but here you are, protecting his dead body.",neutral,0.6707183122634888
2015-04-12,Season 5,Episode 1,The Wars to Come,jaime lannister,"What he built. The towers. He built it for us. He meant it for us. They're going to try to take it away, all of it.",anger,0.46674779057502747
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,They?,surprise,0.8744392991065979
2015-04-12,Season 5,Episode 1,The Wars to Come,jaime lannister,All of them out there are enemies. They're waiting a night to make sure he's really dead and as soon as they see the stones on his eyes they'll set to work on tearing us apart.,neutral,0.8141562938690186
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,"They had nothing to do with it. The man who murdered our father, he tore us apart, he's the enemy. I've been telling you for years, you've been defending him for years…",anger,0.6957998275756836
2015-04-12,Season 5,Episode 1,The Wars to Come,jaime lannister,This is exactly what they want.,neutral,0.9284912943840027
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,and now our father is dead. And that little monster is out there somewhere drawing breath. Did you set him free?,anger,0.36439627408981323
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,"Tyrion may be a monster but at least he killed our father on purpose. You killed him by mistake. With stupidity. You're a man of action, aren't you? When it occurs to you to do something you do it, nevermind the consequences. Take a look. Look at the consequences. Here they are. He loved you more than anyone in this world.",anger,0.6588061451911926
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,Apologies.,sadness,0.6274058222770691
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,I still don't see why I had to stay in this fucking crate once we set sail.,anger,0.6279827952384949
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"I saved your life. If they catch you, they catch me. I cannot say I feel overly guilty about leaving you in that “fucking crate”.",anger,0.3367566466331482
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Do you know what it's like to stuff your shit through one of those air holes?,disgust,0.6193533539772034
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,No. I only know what it's like to pick up your shit and throw it overboard.,disgust,0.5176902413368225
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Pentos?,surprise,0.64029860496521
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"The home of my colleague. Ilyrio Mopatis. A merchant. He and I met many years ago, through mutual friends. A group of people who saw Robert Baratheon for the disaster he was. We tried to do what was best for the realm by supporting the Targaryen restoration. And thus began the chain of mistakes that has led us both here. Things have gotten worse, not better. Westeros needs to be saved from itself.",disgust,0.5647528171539307
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Much better.,neutral,0.7825925350189209
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,My lord?,surprise,0.9219287037849426
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,I don't think I am anymore. A lord. Are you a lord if you kill your father? I don't suppose they revoke your nobility for killing a whore. That has to be happen all the time.,disgust,0.5004276037216187
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,You already drank yourself across the Narrow Sea.,disgust,0.6188166737556458
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,In a box. Why stop now?,anger,0.8991844058036804
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,Because we are talking about the future of our country.,neutral,0.9346961379051208
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,The future is shit. Just like the past.,disgust,0.7296004891395569
2015-04-12,Season 5,Episode 1,The Wars to Come,prostitute,You want the same? Same as always?,neutral,0.39907506108283997
2015-04-12,Season 5,Episode 1,The Wars to Come,white rat,You… you don't have to.,neutral,0.494863897562027
2015-04-12,Season 5,Episode 1,The Wars to Come,prostitute,Habit.,disgust,0.6060524582862854
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Sons of the Harpy?,neutral,0.4979741871356964
2015-04-12,Season 5,Episode 1,The Wars to Come,barristan,"Yes, your grace. They left it on the body.",neutral,0.814090371131897
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,They've never killed before.,neutral,0.7736668586730957
2015-04-12,Season 5,Episode 1,The Wars to Come,barristan,"It was only a matter of time, your grace. Conquerors are always met with resistance.",neutral,0.9341287612915039
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,I didn't conquer them. Their own people did.,neutral,0.7981650233268738
2015-04-12,Season 5,Episode 1,The Wars to Come,mossador,"They do not see us as people, Your Grace.",disgust,0.42262548208236694
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,"Then they will have to learn to see things differently, Mossador. He did not risk his life fighting for freedom so cowards in masks could take it away. And I did not take up residence in this pyramid so I could watch the city below decline into chaos. What was the name of the man you lost?",neutral,0.740783154964447
2015-04-12,Season 5,Episode 1,The Wars to Come,grey worm,"White Rat, your grace.",neutral,0.8371675610542297
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,I want him buried with honor. Publicly. In the Temple of the Graces.,sadness,0.48327770829200745
2015-04-12,Season 5,Episode 1,The Wars to Come,barristan,The Sons of the Harpy will hear that message.,neutral,0.922806978225708
2015-04-12,Season 5,Episode 1,The Wars to Come,mossador,Make them very angry.,anger,0.9286051988601685
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Angry snakes lash out. Makes chopping off their heads that much easier. Find the men who did this and bring them to me.,anger,0.9910379648208618
2015-04-12,Season 5,Episode 1,The Wars to Come,missandei,Torgo Nudho.,neutral,0.3231034278869629
2015-04-12,Season 5,Episode 1,The Wars to Come,grey worm,Missandei hin Naath.,neutral,0.6664831042289734
2015-04-12,Season 5,Episode 1,The Wars to Come,missandei,I wanted to speak with you.,sadness,0.3528471887111664
2015-04-12,Season 5,Episode 1,The Wars to Come,grey worm,Why do you come?,surprise,0.5031267404556274
2015-04-12,Season 5,Episode 1,The Wars to Come,missandei,"White Rat, the Unsullied who… I have heard they found his body in a brothel. I have heard that more than one Unsullied has been known to visit Meereen's brothels. May I ask you why? Why would an Unsullied go to a brothel?",surprise,0.5679345726966858
2015-04-12,Season 5,Episode 1,The Wars to Come,grey worm,I do not know. I must go.,fear,0.44421014189720154
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Get your shield up.,neutral,0.7521187663078308
2015-04-12,Season 5,Episode 1,The Wars to Come,olly,It's too heavy.,sadness,0.41677069664001465
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"If it wasn't heavy it wouldn't stop a sword, now get it up.",anger,0.6686021089553833
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Come. Try it again. Drive at me. Keep your shield up. Or I'll ring your head like a bell.,anger,0.7618421912193298
2015-04-12,Season 5,Episode 1,The Wars to Come,gilly,"Shouldn't you be training, too?",anger,0.5921833515167236
2015-04-12,Season 5,Episode 1,The Wars to Come,sam,"Well, I'm hardly a new recruit. How many brothers can say they've killed a white walker and a Thenn? I might be the first in history!",surprise,0.8117356896400452
2015-04-12,Season 5,Episode 1,The Wars to Come,alliser,These men need a firm hand. Always have. They're poachers and thieves.,neutral,0.7328183054924011
2015-04-12,Season 5,Episode 1,The Wars to Come,alliser,Not soldiers.,neutral,0.774980902671814
2015-04-12,Season 5,Episode 1,The Wars to Come,gilly,That one hates me.,anger,0.6779009699821472
2015-04-12,Season 5,Episode 1,The Wars to Come,sam,If Ser Alliser is chosen as the new Lord Commander… he hates the wildlings.,disgust,0.5100452303886414
2015-04-12,Season 5,Episode 1,The Wars to Come,sam,All the wildlings.,neutral,0.9572896957397461
2015-04-12,Season 5,Episode 1,The Wars to Come,gilly,Don't let them send us away.,anger,0.49248433113098145
2015-04-12,Season 5,Episode 1,The Wars to Come,sam,"It's not a sure thing. Ser Denys Mallister has commanded the Shadow Tower for 20 years, and people say he's a good man. He's running against Ser Alliser--",neutral,0.9349932670593262
2015-04-12,Season 5,Episode 1,The Wars to Come,gilly,Sam! Don't let them send us away.,anger,0.7793139815330505
2015-04-12,Season 5,Episode 1,The Wars to Come,sam,"I told you. Wherever you go, I go, too.",neutral,0.8295415639877319
2015-04-12,Season 5,Episode 1,The Wars to Come,gilly,"You can't leave, they'll execute you.",anger,0.5710555911064148
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"Good, good, pivot! Don't forget to pivot! Shield up!",joy,0.506748616695404
2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,The king wants a word.,neutral,0.34494075179100037
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"You're not cold, my lady?",anger,0.36803963780403137
2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,"Never. The Lordo s fire lives within me, Jon Snow.",anger,0.6762521862983704
2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,Feel.,neutral,0.3371804654598236
2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,Are you a virgin?,surprise,0.7511088252067566
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,No.,neutral,0.8298875689506531
2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,Good.,neutral,0.4056416153907776
2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,Your grace. The bastard of Winterfell.,anger,0.506557822227478
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,You know who rules at Winterfell now?,neutral,0.840701699256897
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Roose Bolton.,neutral,0.8843508362770081
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,The traitor who plunged a dagger into Robb Stark's heart. Don't you want to avenge him?,anger,0.9285521507263184
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"I want a great many things, your grace. But I'm a sworn brother of the Night's Watch now.",neutral,0.6809885501861572
2015-04-12,Season 5,Episode 1,The Wars to Come,davos,I've been talking to your sworn brothers. Many of them love you.,joy,0.4259728193283081
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,They're good men.,neutral,0.770490288734436
2015-04-12,Season 5,Episode 1,The Wars to Come,davos,Many don't. You were seen taking the body of a wildling girl north of the Wall. Why?,disgust,0.5356402397155762
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,It's where she belonged.,neutral,0.9629896879196167
2015-04-12,Season 5,Episode 1,The Wars to Come,davos,Some of the Night's Watch feel you have too much affection for the wildlings.,neutral,0.5819910168647766
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,They were born on the wrong side of the wall. That doesn't make them monsters.,neutral,0.8307550549507141
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,No matter. I shall take back the North from the thieves who stole it. Tywin Lannister is dead. He can't protect them now. I shall mount Roose Bolton's head on a spike. But if I'm to take Winterfell I'll need more men.,anger,0.7919477820396423
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,The men of the Night's Watch are sworn to play no part--,neutral,0.3946988880634308
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,I'm not talking about the damn Night's Watch. I'm talking about the wildlings.,neutral,0.5124344825744629
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"Your grace, you want the wildlings to march in your army?",neutral,0.4598945379257202
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,"If they swear to follow me, I'll pardon them. We'll take Winterfell. Once the North is won, I'll declare them citizens of the realm. I'll give them land to live on.",anger,0.47602635622024536
2015-04-12,Season 5,Episode 1,The Wars to Come,davos,It's a fair offer. More than fair.,neutral,0.8540880680084229
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,I'll offer them their lives and their freedom if Mance kneels before me and swears his loyalty.,anger,0.5341693162918091
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,I don't think that's likely.,neutral,0.5813910961151123
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,"You admire him, don't you?",anger,0.3945537805557251
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,I respect him.,disgust,0.446915864944458
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,He likes you. Convince him to bend the knee...,neutral,0.665181040763855
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Your grace…,neutral,0.7671356797218323
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,or he burns.,sadness,0.6871992945671082
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,How much time do I have?,neutral,0.7160769104957581
2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,"Nightfall. The sun drops fast this time of year. Hurry, Jon Snow.",neutral,0.4646410048007965
2015-04-12,Season 5,Episode 1,The Wars to Come,master of arms,"Sword up! Attack, my lord! Attack! Don't cross your feet!",anger,0.44594427943229675
2015-04-12,Season 5,Episode 1,The Wars to Come,yohn royce,My sons have had swords in their hands from the time they could walk. This one…,neutral,0.6617704629898071
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,Lord Arryn will never be a great warrior.,neutral,0.5774989128112793
2015-04-12,Season 5,Episode 1,The Wars to Come,royce,Great warrior? He sings a sword like a girl with palsy.,neutral,0.7575876712799072
2015-04-12,Season 5,Episode 1,The Wars to Come,squire,My lord.,disgust,0.6419763565063477
2015-04-12,Season 5,Episode 1,The Wars to Come,master of arms,"Sword up, my lord!",anger,0.7452600002288818
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,Some boys develop more slowly. He's still young.,neutral,0.9357218742370605
2015-04-12,Season 5,Episode 1,The Wars to Come,royce,He's 13. Boys go to war at 13.,neutral,0.4605036973953247
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,He has other gifts.,neutral,0.9245836734771729
2015-04-12,Season 5,Episode 1,The Wars to Come,royce,Does he?,surprise,0.7987055778503418
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,The gift of a great name. Sometimes that's all one needs.,neutral,0.8727075457572937
2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,"Goodbye Lord Royce, and thank you for all you've done for me.",joy,0.8971221446990967
2015-04-12,Season 5,Episode 1,The Wars to Come,royce,"I have done nothing more than my duty, my lady.",disgust,0.3494700789451599
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"I have no doubt that upon my return, Robin's skills will have improved immeasurably.",neutral,0.4492405652999878
2015-04-12,Season 5,Episode 1,The Wars to Come,royce,"He'll be safe here. As for his skills, I make no promises.",neutral,0.926905632019043
2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,"Will we head north at some point? He said Sansa had a brother at Castle Black. We're a few days ride from the Kingsroad, but that will take us--",neutral,0.8965270519256592
2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,Us? The only reason you're here is that Jaime Lannister told me you weren't safe in the capital. You're hundreds of miles from King's Landing. No one knows what you look like. No one cares. You're safe.,neutral,0.7878509759902954
2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,But I'm you're squire.,surprise,0.3265804946422577
2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,Do you even know what a squire is?,disgust,0.3849702477455139
2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,An attendant to a knight?,surprise,0.7239212393760681
2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,I'm not a knight. That means you're not a squire.,neutral,0.8822429776191711
2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,"Well, where would I go?",neutral,0.3283756375312805
2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,"I don't care, I'm not your mother.",anger,0.6142792701721191
2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,You swore to find the Stark girls.,neutral,0.4187777042388916
2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,I found Arya. She didn't want my protection.,anger,0.4651443660259247
2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,Sansa still might.,neutral,0.9512096047401428
2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,Will you shut your mouth? I didn't ask for advice. I don't want anyone following me. I'm not a leader. All I ever wanted is to fight for a Lord I believed in. The good lords are dead and the rest are monsters.,anger,0.5664108395576477
2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,You told Lord Royce we were going to the Fingers.,neutral,0.44908174872398376
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,I did.,neutral,0.9314903616905212
2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,But we're heading west.,neutral,0.8411267995834351
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,We are.,neutral,0.9589142799377441
2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,"If he wanted to betray us, he already would have.",anger,0.40057098865509033
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"Lord Royce may be as honorable as he thinks he is, but he's not alone in that castle. Do you trust all those knights and ladies, stable boys and serving girls?",neutral,0.8182070255279541
2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,No. Do you trust the carriage driver or the knights escorting us?,fear,0.5602456331253052
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"No. But I pay them well, and they've seen what happens to men who disappoint me.",neutral,0.5963829159736633
2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,So where are we going? To a land where you trust everyone?,neutral,0.9298757314682007
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"So a land so far from here, even Cersei Lannister can't get her hands on you.",neutral,0.6843160390853882
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,"It was such a deep, deep shock to us all. Your father was a force to be reckoned with. He truly was. I wouldn't presume to claim to have known him as such…",surprise,0.9619469046592712
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,But just being in his presence was enough to make it so clear just how formidable a person you were dealing with. What a… what a force to be reckoned with.,surprise,0.7576152086257935
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Thank you so much for your kind words.,joy,0.8851867914199829
2015-04-12,Season 5,Episode 1,The Wars to Come,grand maester pyrcelle,"Deepest condolences, your grace. This tragedy… I never trusted Varys. I often warned…",sadness,0.8140844106674194
2015-04-12,Season 5,Episode 1,The Wars to Come,lancel lannister,Your grace.,neutral,0.7795501947402954
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Cousin Lancel. I hardly recognized you.,surprise,0.9236060976982117
2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,My deepest sympathies.,sadness,0.9033944010734558
2015-04-12,Season 5,Episode 1,The Wars to Come,kevan lannister,I apologize for my son's appearance.,sadness,0.9361863732337952
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,"Uncle, it's quite alright.",neutral,0.4306170642375946
2015-04-12,Season 5,Episode 1,The Wars to Come,kevan,"They call themselves sparrows. Bloody fanatics. Religion has its place, of course, but at a certain point… They never would have come to the capital when Tywin was alive.",anger,0.45221367478370667
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,I'm sure he'll grow out of it. Whatever it is. Excuse me.,anger,0.40688878297805786
2015-04-12,Season 5,Episode 1,The Wars to Come,kevan,Of course.,neutral,0.8310896754264832
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Your wounds from the Blackwater seem to have healed.,neutral,0.70661461353302
2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,It wasn't my wounds that needed healing.,neutral,0.4678786098957062
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,What can I do for you?,fear,0.3527213931083679
2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,You can forgive me.,neutral,0.4416431188583374
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,What could you possibly have done to warrant my forgiveness?,anger,0.45073410868644714
2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,I led you into the darkness.,fear,0.8481236696243286
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,I doubt you've ever led anyone anywhere.,neutral,0.6825615167617798
2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,"I tempted you into our unnatural relations. And, of course, there was the king. His boar hunt. His wine.",disgust,0.7981321811676025
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,I don't know what you're talking about.,surprise,0.7913835048675537
2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,"I'm a different person now. I found peace in the light of the Seven. You can too. They watch over all of us, ready to dole out mercy… or justice. Their world is at hand. I will pray for your father's soul.",neutral,0.7936577796936035
2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,The day Tywin Lannister's soul needs your help…,sadness,0.5371502637863159
2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,It looks like Dorne.,neutral,0.9339708089828491
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,No it doesn't.,neutral,0.841785728931427
2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,It does. That's the Sunspear bit right there. And that's where the mountains are. And over here is… Sunsnake? Stonespear?,neutral,0.7804577350616455
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Sandstone.,neutral,0.8409405946731567
2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,"Yes. Yes, Sandstone. Just there.",neutral,0.9122097492218018
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Fine.,anger,0.5241276621818542
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,It's Dorne.,neutral,0.9213910698890686
2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,We should go there. I think we would have a lovely time.,joy,0.8296102285385132
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,"Judging by my experience, that would be wonderful. Dorne, Highgarden. Anywhere but here.",joy,0.6609769463539124
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,We're late for dinner as it is.,sadness,0.7652789354324341
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,You're very respectful.,neutral,0.8649709820747375
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,I'm very hungry.,sadness,0.4684656858444214
